folio,section_code,section,locator,position_code,locus_type,raw_eva,display_eva,normalized_tokens,token_count,structural_gloss,structural_confidence,speculative_english,speculative_status,page_context,ruleset_version
f116r,S,Star-marked entries (conventionally called recipes),f116r.34,+P0,P,"qokain.ar.raiin.shek.okain.y,r,shey.qolchey.okaiin.shckhy.qokam",qokain ar raiin shek okain y [?break] r [?break] shey qolchey okaiin shckhy qokam,qokain ar raiin shek okain y r shey qolchey okaiin shckhy qokam,12,running paragraph text; continuation; 12 normalized token groups. qokain: broad high-frequency form; ar: broad high-frequency form; raiin: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a recurring fever, take the flower infusion; warm it with light wine and use it while still warm.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.35,+P0,P,shedy.qokeey.qokain.qokeey.lchey.olkey.raiin.cthar.shckhy.qorar,shedy qokeey qokain qokeey lchey olkey raiin cthar shckhy qorar,shedy qokeey qokain qokeey lchey olkey raiin cthar shckhy qorar,10,running paragraph text; continuation; 10 normalized token groups. shedy: broad high-frequency form; qokeey: broad high-frequency form; qokain: broad high-frequency form. within-line repetition: qokeey. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For weak digestion, take the flower infusion; boil it with oil and use it once in the evening.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.36,+P0,P,qokeey.rain.shey.okeey.lkain.l.dain.chey.sheckhy.q{cthh}y.qokl.ain,qokeey rain shey okeey lkain l dain chey sheckhy q{cthh}y qokl ain,qokeey rain shey okeey lkain l dain chey sheckhy qcthhy qokl ain,12,running paragraph text; continuation; 12 normalized token groups. qokeey: broad high-frequency form; rain: section-concentrated form; shey: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a dry cough, take the prepared root; warm it with a clear broth and use it at dawn.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.37,+P0,P,"pairain.sheek,l,y.oiin.cheey.lkeey.olkeey.lchey.qoky.lshedy.cheam.sham",pairain sheek [?break] l [?break] y oiin cheey lkeey olkeey lchey qoky lshedy cheam sham,pairain sheek l y oiin cheey lkeey olkeey lchey qoky lshedy cheam sham,13,running paragraph text; continuation; 13 normalized token groups. pairain: productive ending family; sheek: recurrent form; l: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For an aching limb, take the aromatic powder; mix it with a clear broth and use it once in the evening.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.38,+P0,P,daiin.qokeey.lshey.qokaiin.chkar.shey.okaiin.chedy.qokeedy.raiin.shy,daiin qokeey lshey qokaiin chkar shey okaiin chedy qokeedy raiin shy,daiin qokeey lshey qokaiin chkar shey okaiin chedy qokeedy raiin shy,11,running paragraph text; continuation; 11 normalized token groups. daiin: broad high-frequency form; qokeey: broad high-frequency form; lshey: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For pain after exertion, take the flower infusion; mix it with a clear broth and use it for three measured days.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.39,+P0,P,"qokain.chey.olr.ain.shey.qokain.o,l,keey,keeey.lkeal.or.al.lom",qokain chey olr ain shey qokain o [?break] l [?break] keey [?break] keeey lkeal or al lom,qokain chey olr ain shey qokain o l keey keeey lkeal or al lom,14,running paragraph text; continuation; 14 normalized token groups. qokain: broad high-frequency form; chey: broad high-frequency form; olr: recurrent form. within-line repetition: qokain. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a recurring fever, take the dried leaves; warm it with vinegar and use it while still warm.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.40,+P0,P,"dsheey.shey.qokey.shey.qokain.shckhy.chery.ol,chedy.l,chey,lchy",dsheey shey qokey shey qokain shckhy chery ol [?break] chedy l [?break] chey [?break] lchy,dsheey shey qokey shey qokain shckhy chery ol chedy l chey lchy,12,running paragraph text; continuation; 12 normalized token groups. dsheey: productive ending family; shey: broad high-frequency form; qokey: broad high-frequency form. within-line repetition: shey. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a cold swelling, take the clarified resin; steep it with warm water and use it once in the evening.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.41,+P0,P,dlar.shar.shar.r.ain.sheain.okain.shey.qokchy.chckhy.orain,dlar shar shar r ain sheain okain shey qokchy chckhy orain,dlar shar shar r ain sheain okain shey qokchy chckhy orain,11,running paragraph text; continuation; 11 normalized token groups. shar: recurrent form; r: broad high-frequency form; ain: broad high-frequency form. within-line repetition: shar. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For restless sleep, take the bitter seed; warm it with vinegar and use it before sleep.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.42,+P0,P,qo.qokain.sheckhy.qokain.shekain.shkain.shedy.shey.qokan.cham,qo qokain sheckhy qokain shekain shkain shedy shey qokan cham,qo qokain sheckhy qokain shekain shkain shedy shey qokan cham,10,running paragraph text; continuation; 10 normalized token groups. qo: productive qo- family; qokain: broad high-frequency form; sheckhy: recurrent form. within-line repetition: qokain. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For weak digestion, take the bitter seed; strain it with warm water and use it for three measured days.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.43,+P0,P,[a:o]s???.ar.al.shear.teey.chcphy.rain.cphan.ydar.oty.shey.qokam,[a:o]s??? ar al shear teey chcphy rain cphan ydar oty shey qokam,as ar al shear teey chcphy rain cphan ydar oty shey qokam,12,running paragraph text; continuation; 12 normalized token groups. as: recurrent form; ar: broad high-frequency form; al: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For pain after exertion, take the flower infusion; strain it with oil and use it for three measured days.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.44,+P0,P,s[?:o].o[k:?]eedy.qokain.shckhy.ol.lcheor.chky.raiin.chey.qol.okam,s[?:o] o[k:?]eedy qokain shckhy ol lcheor chky raiin chey qol okam,s okeedy qokain shckhy ol lcheor chky raiin chey qol okam,11,running paragraph text; continuation; 11 normalized token groups. s: broad high-frequency form; okeedy: broad high-frequency form; qokain: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For weak digestion, take the clarified resin; boil it with warm water and use it before sleep.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.45,+P0,P,odain.sh??y.qoka[r:s].oleey.chy<$>,odain sh??y qoka[r:s] oleey chy,odain sh y qokar oleey chy,6,running paragraph text; paragraph or sequence ending; 6 normalized token groups. odain: line-final tendency; sh: recurrent form; y: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For a recurring fever, take the bitter seed; mix it with light wine and use it while still warm.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
f116r,S,Star-marked entries (conventionally called recipes),f116r.46,+P0,P,<%>oqokaiin.al.shey.qokar.okaral.okeysh{cphh}y.oteey.ookar.okydy,oqokaiin al shey qokar okaral okeysh{cphh}y oteey ookar okydy,oqokaiin al shey qokar okaral okeyshcphhy oteey ookar okydy,9,running paragraph text; continuation; 9 normalized token groups. oqokaiin: productive ending family; al: broad high-frequency form; shey: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"For pain after exertion, take the flower infusion; warm it with light wine and use it at dawn.",Creative reconstruction; not a decipherment or translation,A late star-marked text page near the end of the manuscript; included to test whether the same rule set reaches the corpus boundary.,pilot-0.1.0
